[2026-05-21T16:47:28.540Z] Extension activated. Workspace: c:\demo-helper
[2026-05-21T16:55:50.210Z] applyHighlights: no active editor
[2026-05-21T16:55:50.710Z] applyHighlights: no active editor
[2026-05-21T16:55:51.215Z] applyHighlights: no active editor
[2026-05-21T16:55:51.729Z] applyHighlights: no active editor
[2026-05-21T16:55:52.233Z] applyHighlights: no active editor
[2026-05-21T16:55:52.736Z] applyHighlights: no active editor
[2026-05-21T16:55:53.235Z] applyHighlights: no active editor
[2026-05-21T16:55:53.739Z] applyHighlights: no active editor
[2026-05-21T16:55:54.243Z] applyHighlights: no active editor
[2026-05-21T16:55:54.744Z] applyHighlights: no active editor
[2026-05-21T16:55:55.248Z] applyHighlights: no active editor
[2026-05-21T16:55:55.761Z] applyHighlights: no active editor
[2026-05-21T16:55:56.268Z] applyHighlights: no active editor
[2026-05-21T16:55:56.768Z] applyHighlights: no active editor
[2026-05-21T16:55:57.274Z] applyHighlights: no active editor
[2026-05-21T16:55:57.775Z] applyHighlights: no active editor
[2026-05-21T16:55:58.292Z] applyHighlights: no active editor
[2026-05-21T16:55:58.793Z] applyHighlights: no active editor
[2026-05-21T16:55:59.294Z] applyHighlights: no active editor
[2026-05-21T16:55:59.798Z] applyHighlights: no active editor
[2026-05-21T16:56:00.306Z] applyHighlights: no active editor
[2026-05-21T16:56:00.812Z] applyHighlights: no active editor
[2026-05-21T16:56:01.328Z] applyHighlights: no active editor
[2026-05-21T16:56:01.828Z] applyHighlights: no active editor
[2026-05-21T16:56:02.330Z] applyHighlights: no active editor
[2026-05-21T16:56:02.845Z] applyHighlights: no active editor
[2026-05-21T16:56:03.346Z] applyHighlights: no active editor
[2026-05-21T16:56:03.847Z] applyHighlights: no active editor
[2026-05-21T16:56:04.350Z] applyHighlights: no active editor
[2026-05-21T16:56:04.865Z] applyHighlights: no active editor
[2026-05-21T16:56:05.380Z] applyHighlights: no active editor
[2026-05-21T16:56:05.883Z] applyHighlights: no active editor
[2026-05-21T16:56:06.387Z] applyHighlights: no active editor
[2026-05-21T16:56:06.889Z] applyHighlights: no active editor
[2026-05-21T16:56:07.387Z] applyHighlights: no active editor
[2026-05-21T16:56:07.894Z] applyHighlights: no active editor
[2026-05-21T16:56:08.410Z] applyHighlights: no active editor
[2026-05-21T16:56:08.924Z] applyHighlights: no active editor
[2026-05-21T16:56:09.424Z] applyHighlights: no active editor
[2026-05-21T16:56:09.940Z] applyHighlights: no active editor
[2026-05-21T16:56:10.443Z] applyHighlights: no active editor
[2026-05-21T16:56:10.949Z] applyHighlights: no active editor
[2026-05-21T16:56:11.465Z] applyHighlights: no active editor
[2026-05-21T16:56:11.981Z] applyHighlights: no active editor
[2026-05-21T16:56:12.484Z] applyHighlights: no active editor
[2026-05-21T16:56:12.987Z] applyHighlights: no active editor
[2026-05-21T16:56:13.486Z] applyHighlights: no active editor
[2026-05-21T16:56:13.991Z] applyHighlights: no active editor
[2026-05-21T16:56:14.491Z] applyHighlights: no active editor
[2026-05-21T16:56:14.997Z] applyHighlights: no active editor
[2026-05-21T16:56:15.497Z] applyHighlights: no active editor
[2026-05-21T16:56:16.013Z] applyHighlights: no active editor
[2026-05-21T16:56:16.515Z] applyHighlights: no active editor
[2026-05-21T16:56:17.028Z] applyHighlights: no active editor
[2026-05-21T16:56:17.528Z] applyHighlights: no active editor
[2026-05-21T16:56:18.032Z] applyHighlights: no active editor
[2026-05-21T16:56:18.535Z] applyHighlights: no active editor
[2026-05-21T16:56:19.043Z] applyHighlights: no active editor
[2026-05-21T16:56:19.549Z] applyHighlights: no active editor
[2026-05-21T16:56:20.063Z] applyHighlights: no active editor
[2026-05-21T16:56:20.577Z] applyHighlights: no active editor
[2026-05-21T16:56:21.077Z] applyHighlights: no active editor
[2026-05-21T16:56:21.584Z] applyHighlights: no active editor
[2026-05-21T16:56:22.085Z] applyHighlights: no active editor
[2026-05-21T16:56:22.591Z] applyHighlights: no active editor
[2026-05-21T16:56:23.213Z] applyHighlights: no active editor
[2026-05-21T16:56:23.702Z] applyHighlights: no active editor
[2026-05-21T16:56:24.212Z] applyHighlights: no active editor
[2026-05-21T16:56:24.714Z] applyHighlights: no active editor
[2026-05-21T16:56:25.227Z] applyHighlights: no active editor
[2026-05-21T16:56:25.728Z] applyHighlights: no active editor
[2026-05-21T16:56:26.231Z] applyHighlights: no active editor
[2026-05-21T16:56:26.742Z] applyHighlights: no active editor
[2026-05-21T16:56:27.246Z] applyHighlights: no active editor
[2026-05-21T16:56:27.750Z] applyHighlights: no active editor
[2026-05-21T16:56:28.249Z] applyHighlights: no active editor
[2026-05-21T16:56:28.762Z] applyHighlights: no active editor
[2026-05-21T16:56:29.276Z] applyHighlights: no active editor
[2026-05-21T16:56:29.780Z] applyHighlights: no active editor
[2026-05-21T16:56:30.280Z] applyHighlights: no active editor
[2026-05-21T16:56:30.795Z] applyHighlights: no active editor
[2026-05-21T16:56:31.295Z] applyHighlights: no active editor
[2026-05-21T16:56:31.797Z] applyHighlights: no active editor
[2026-05-21T16:56:32.299Z] applyHighlights: no active editor
[2026-05-21T16:56:32.801Z] applyHighlights: no active editor
[2026-05-21T16:56:33.301Z] applyHighlights: no active editor
[2026-05-21T16:56:33.812Z] applyHighlights: no active editor
[2026-05-21T16:56:34.314Z] applyHighlights: no active editor
[2026-05-21T16:56:34.826Z] applyHighlights: no active editor
[2026-05-21T16:56:35.327Z] applyHighlights: no active editor
[2026-05-21T16:56:35.841Z] applyHighlights: no active editor
[2026-05-21T16:56:36.346Z] applyHighlights: no active editor
[2026-05-21T16:56:36.847Z] applyHighlights: no active editor
[2026-05-21T16:56:37.350Z] applyHighlights: no active editor
[2026-05-21T16:56:37.865Z] applyHighlights: no active editor
[2026-05-21T16:56:38.380Z] applyHighlights: no active editor
[2026-05-21T16:56:38.883Z] applyHighlights: no active editor
[2026-05-21T16:56:39.385Z] applyHighlights: no active editor
[2026-05-21T16:56:39.884Z] applyHighlights: no active editor
[2026-05-21T16:56:40.389Z] applyHighlights: no active editor
[2026-05-21T16:56:40.904Z] applyHighlights: no active editor
[2026-05-21T16:56:41.415Z] applyHighlights: no active editor
[2026-05-21T16:56:41.926Z] applyHighlights: no active editor
[2026-05-21T16:56:42.425Z] applyHighlights: no active editor
[2026-05-21T16:56:42.942Z] applyHighlights: no active editor
[2026-05-21T16:56:43.442Z] applyHighlights: no active editor
[2026-05-21T16:56:43.958Z] applyHighlights: no active editor
[2026-05-21T16:56:44.457Z] applyHighlights: no active editor
[2026-05-21T16:56:44.973Z] applyHighlights: no active editor
[2026-05-21T16:56:45.474Z] applyHighlights: no active editor
[2026-05-21T16:56:45.988Z] applyHighlights: no active editor
[2026-05-21T16:56:46.496Z] applyHighlights: no active editor
[2026-05-21T16:56:47.000Z] applyHighlights: no active editor
[2026-05-21T16:56:47.526Z] applyHighlights: no active editor
[2026-05-21T16:56:48.041Z] applyHighlights: no active editor
[2026-05-21T16:56:48.544Z] applyHighlights: no active editor
[2026-05-21T16:56:49.060Z] applyHighlights: no active editor
[2026-05-21T16:56:49.573Z] applyHighlights: no active editor
[2026-05-21T16:56:50.075Z] applyHighlights: no active editor
[2026-05-21T16:56:50.578Z] applyHighlights: no active editor
[2026-05-21T16:56:51.080Z] applyHighlights: no active editor
[2026-05-21T16:56:51.593Z] applyHighlights: no active editor
[2026-05-21T16:56:52.094Z] applyHighlights: no active editor
[2026-05-21T16:56:52.597Z] applyHighlights: no active editor
[2026-05-21T16:56:53.108Z] applyHighlights: no active editor
[2026-05-21T16:56:53.612Z] applyHighlights: no active editor
[2026-05-21T16:56:54.126Z] applyHighlights: no active editor
[2026-05-21T16:56:54.626Z] applyHighlights: no active editor
[2026-05-21T16:56:55.126Z] applyHighlights: no active editor
[2026-05-21T16:56:55.639Z] applyHighlights: no active editor
[2026-05-21T16:56:56.144Z] applyHighlights: no active editor
[2026-05-21T16:56:56.644Z] applyHighlights: no active editor
[2026-05-21T16:56:57.152Z] applyHighlights: no active editor
[2026-05-21T16:56:57.651Z] applyHighlights: no active editor
[2026-05-21T16:56:58.156Z] applyHighlights: no active editor
[2026-05-21T16:56:58.664Z] applyHighlights: no active editor
[2026-05-21T16:56:59.177Z] applyHighlights: no active editor
[2026-05-21T16:56:59.681Z] applyHighlights: no active editor
[2026-05-21T16:57:00.183Z] applyHighlights: no active editor
[2026-05-21T16:57:00.829Z] applyHighlights: no active editor
[2026-05-21T16:57:01.327Z] applyHighlights: no active editor
[2026-05-21T16:57:01.840Z] applyHighlights: no active editor
[2026-05-21T16:57:02.356Z] applyHighlights: no active editor
[2026-05-21T16:57:02.859Z] applyHighlights: no active editor
[2026-05-21T16:57:03.369Z] applyHighlights: no active editor
[2026-05-21T16:57:03.893Z] applyHighlights: no active editor
[2026-05-21T16:57:04.406Z] applyHighlights: no active editor
[2026-05-21T16:57:05.071Z] applyHighlights: no active editor
[2026-05-21T16:57:05.585Z] applyHighlights: no active editor
[2026-05-21T16:57:06.085Z] applyHighlights: no active editor
[2026-05-21T16:57:06.589Z] applyHighlights: no active editor
[2026-05-21T16:57:07.104Z] applyHighlights: no active editor
[2026-05-21T16:57:07.618Z] applyHighlights: no active editor
[2026-05-21T16:57:08.152Z] applyHighlights: no active editor
[2026-05-21T16:57:08.652Z] applyHighlights: no active editor
[2026-05-21T16:57:09.163Z] applyHighlights: no active editor
[2026-05-21T16:57:09.720Z] applyHighlights: no active editor
[2026-05-21T16:57:10.235Z] applyHighlights: no active editor
[2026-05-21T16:57:10.739Z] applyHighlights: no active editor
[2026-05-21T16:57:11.253Z] applyHighlights: no active editor
[2026-05-21T16:57:11.756Z] applyHighlights: no active editor
[2026-05-21T16:57:12.266Z] applyHighlights: no active editor
[2026-05-21T16:57:12.772Z] applyHighlights: no active editor
[2026-05-21T16:57:13.283Z] applyHighlights: no active editor
[2026-05-21T16:57:13.790Z] applyHighlights: no active editor
[2026-05-21T16:57:14.299Z] applyHighlights: no active editor
[2026-05-21T16:57:14.807Z] applyHighlights: no active editor
[2026-05-21T16:57:15.318Z] applyHighlights: no active editor
[2026-05-21T16:57:15.824Z] applyHighlights: no active editor
[2026-05-21T16:57:16.349Z] applyHighlights: no active editor
[2026-05-21T16:57:16.857Z] applyHighlights: no active editor
[2026-05-21T16:57:17.361Z] applyHighlights: no active editor
[2026-05-21T16:57:17.910Z] applyHighlights: no active editor
[2026-05-21T16:57:18.425Z] applyHighlights: no active editor
[2026-05-21T16:57:18.935Z] applyHighlights: no active editor
[2026-05-21T16:57:19.435Z] applyHighlights: no active editor
[2026-05-21T16:57:19.937Z] applyHighlights: no active editor
[2026-05-21T16:57:20.452Z] applyHighlights: no active editor
[2026-05-21T16:57:20.967Z] applyHighlights: no active editor
[2026-05-21T16:57:21.472Z] applyHighlights: no active editor
[2026-05-21T16:57:21.973Z] applyHighlights: no active editor
[2026-05-21T16:57:22.489Z] applyHighlights: no active editor
[2026-05-21T16:57:23.003Z] applyHighlights: no active editor
[2026-05-21T16:57:23.511Z] applyHighlights: no active editor
[2026-05-21T16:57:24.018Z] applyHighlights: no active editor
[2026-05-21T16:57:24.533Z] applyHighlights: no active editor
[2026-05-21T16:57:25.034Z] applyHighlights: no active editor
[2026-05-21T16:57:25.536Z] applyHighlights: no active editor
[2026-05-21T16:57:26.035Z] applyHighlights: no active editor
[2026-05-21T16:57:26.548Z] applyHighlights: no active editor
[2026-05-21T16:57:27.050Z] applyHighlights: no active editor
[2026-05-21T16:57:27.555Z] applyHighlights: no active editor
[2026-05-21T16:57:28.101Z] applyHighlights: no active editor
[2026-05-21T16:57:28.626Z] applyHighlights: no active editor
[2026-05-21T16:57:29.141Z] applyHighlights: no active editor
[2026-05-21T16:57:29.654Z] applyHighlights: no active editor
[2026-05-21T16:57:30.156Z] applyHighlights: no active editor
[2026-05-21T16:57:30.658Z] applyHighlights: no active editor
[2026-05-21T16:57:31.171Z] applyHighlights: no active editor
[2026-05-21T16:57:31.685Z] applyHighlights: no active editor
[2026-05-21T16:57:32.188Z] applyHighlights: no active editor
[2026-05-21T16:57:32.700Z] applyHighlights: no active editor
[2026-05-21T16:57:33.213Z] applyHighlights: no active editor
[2026-05-21T16:57:33.715Z] applyHighlights: no active editor
[2026-05-21T16:57:34.227Z] applyHighlights: no active editor
[2026-05-21T16:57:34.728Z] applyHighlights: no active editor
[2026-05-21T16:57:35.228Z] applyHighlights: no active editor
[2026-05-21T16:57:35.731Z] applyHighlights: no active editor
[2026-05-21T16:57:36.241Z] applyHighlights: no active editor
[2026-05-21T16:57:36.756Z] applyHighlights: no active editor
[2026-05-21T16:57:37.269Z] applyHighlights: no active editor
[2026-05-21T16:57:37.818Z] applyHighlights: no active editor
[2026-05-21T16:57:38.288Z] applyHighlights: no active editor
[2026-05-21T16:57:38.800Z] applyHighlights: no active editor
[2026-05-21T16:57:39.301Z] applyHighlights: no active editor
[2026-05-21T16:57:39.869Z] applyHighlights: no active editor
[2026-05-21T16:57:40.378Z] applyHighlights: no active editor
[2026-05-21T16:57:40.890Z] applyHighlights: no active editor
[2026-05-21T16:57:41.404Z] applyHighlights: no active editor
[2026-05-21T16:57:41.904Z] applyHighlights: no active editor
[2026-05-21T16:57:42.404Z] applyHighlights: no active editor
[2026-05-21T16:57:42.904Z] applyHighlights: no active editor
[2026-05-21T16:57:43.405Z] applyHighlights: no active editor
[2026-05-21T16:57:43.920Z] applyHighlights: no active editor
[2026-05-21T16:57:44.430Z] applyHighlights: no active editor
[2026-05-21T16:57:44.945Z] applyHighlights: no active editor
[2026-05-21T16:57:45.496Z] applyHighlights: no active editor
[2026-05-21T16:57:46.009Z] applyHighlights: no active editor
[2026-05-21T16:57:46.521Z] applyHighlights: no active editor
[2026-05-21T16:57:47.022Z] applyHighlights: no active editor
[2026-05-21T16:57:47.533Z] applyHighlights: no active editor
[2026-05-21T16:57:48.038Z] applyHighlights: no active editor
[2026-05-21T16:57:48.552Z] applyHighlights: no active editor
[2026-05-21T16:57:49.057Z] applyHighlights: no active editor
[2026-05-21T16:57:49.585Z] applyHighlights: no active editor
[2026-05-21T16:57:50.089Z] applyHighlights: no active editor
[2026-05-21T16:57:50.604Z] applyHighlights: no active editor
[2026-05-21T16:57:51.120Z] applyHighlights: no active editor
[2026-05-21T16:57:51.623Z] applyHighlights: no active editor
[2026-05-21T16:57:52.122Z] applyHighlights: no active editor
[2026-05-21T16:57:52.638Z] applyHighlights: no active editor
[2026-05-21T16:57:53.139Z] applyHighlights: no active editor
[2026-05-21T16:57:53.641Z] applyHighlights: no active editor
[2026-05-21T16:57:54.144Z] applyHighlights: no active editor
[2026-05-21T16:57:54.643Z] applyHighlights: no active editor
[2026-05-21T16:57:55.145Z] applyHighlights: no active editor
[2026-05-21T16:57:55.650Z] applyHighlights: no active editor
[2026-05-21T16:57:56.167Z] applyHighlights: no active editor
[2026-05-21T16:57:56.662Z] applyHighlights: no active editor
[2026-05-21T16:57:57.164Z] applyHighlights: no active editor
[2026-05-21T16:57:57.669Z] applyHighlights: no active editor
[2026-05-21T16:57:58.169Z] applyHighlights: no active editor
[2026-05-21T16:57:58.671Z] applyHighlights: no active editor
[2026-05-21T16:57:59.172Z] applyHighlights: no active editor
[2026-05-21T16:57:59.677Z] applyHighlights: no active editor
[2026-05-21T16:58:00.188Z] applyHighlights: no active editor
[2026-05-21T16:58:00.765Z] applyHighlights: no active editor
[2026-05-21T16:58:01.272Z] applyHighlights: no active editor
[2026-05-21T16:58:01.774Z] applyHighlights: no active editor
[2026-05-21T16:58:02.274Z] applyHighlights: no active editor
[2026-05-21T16:58:02.778Z] applyHighlights: no active editor
[2026-05-21T16:58:03.279Z] applyHighlights: no active editor
[2026-05-21T16:58:03.794Z] applyHighlights: no active editor
[2026-05-21T16:58:04.305Z] applyHighlights: no active editor
[2026-05-21T16:58:04.818Z] applyHighlights: no active editor
[2026-05-21T16:58:05.321Z] applyHighlights: no active editor
[2026-05-21T16:58:05.837Z] applyHighlights: no active editor
[2026-05-21T16:58:06.351Z] applyHighlights: no active editor
[2026-05-21T16:58:06.869Z] applyHighlights: no active editor
[2026-05-21T16:58:07.377Z] applyHighlights: no active editor
[2026-05-21T16:58:07.911Z] applyHighlights: no active editor
[2026-05-21T16:58:08.434Z] applyHighlights: no active editor
[2026-05-21T16:58:08.935Z] applyHighlights: no active editor
[2026-05-21T16:58:09.452Z] applyHighlights: no active editor
[2026-05-21T16:58:09.961Z] applyHighlights: no active editor
[2026-05-21T16:58:10.477Z] applyHighlights: no active editor
[2026-05-21T16:58:10.980Z] applyHighlights: no active editor
[2026-05-21T16:58:11.483Z] applyHighlights: no active editor
[2026-05-21T16:58:11.986Z] applyHighlights: no active editor
[2026-05-21T16:58:12.499Z] applyHighlights: no active editor
[2026-05-21T16:58:13.002Z] applyHighlights: no active editor
[2026-05-21T16:58:13.500Z] applyHighlights: no active editor
[2026-05-21T16:58:14.003Z] applyHighlights: no active editor
[2026-05-21T16:58:14.518Z] applyHighlights: no active editor
[2026-05-21T16:58:15.020Z] applyHighlights: no active editor
[2026-05-21T16:58:15.524Z] applyHighlights: no active editor
[2026-05-21T16:58:16.039Z] applyHighlights: no active editor
[2026-05-21T16:58:16.554Z] applyHighlights: no active editor
[2026-05-21T16:58:17.054Z] applyHighlights: no active editor
[2026-05-21T16:58:17.566Z] applyHighlights: no active editor
[2026-05-21T16:58:18.067Z] applyHighlights: no active editor
[2026-05-21T16:58:18.581Z] applyHighlights: no active editor
[2026-05-21T16:58:19.085Z] applyHighlights: no active editor
[2026-05-21T16:58:19.595Z] applyHighlights: no active editor
[2026-05-21T16:58:20.100Z] applyHighlights: no active editor
[2026-05-21T16:58:20.616Z] applyHighlights: no active editor
[2026-05-21T16:58:21.115Z] applyHighlights: no active editor
[2026-05-21T16:58:21.622Z] applyHighlights: no active editor
[2026-05-21T16:58:22.136Z] applyHighlights: no active editor
[2026-05-21T16:58:22.638Z] applyHighlights: no active editor
[2026-05-21T16:58:23.143Z] applyHighlights: no active editor
[2026-05-21T16:58:23.645Z] applyHighlights: no active editor
[2026-05-21T16:58:24.146Z] applyHighlights: no active editor
[2026-05-21T16:58:24.766Z] applyHighlights: no active editor
[2026-05-21T16:58:25.259Z] applyHighlights: no active editor
[2026-05-21T16:58:25.764Z] applyHighlights: no active editor
[2026-05-21T16:58:26.278Z] applyHighlights: no active editor
[2026-05-21T16:58:26.781Z] applyHighlights: no active editor
[2026-05-21T16:58:27.284Z] applyHighlights: no active editor
[2026-05-21T16:58:27.796Z] applyHighlights: no active editor
[2026-05-21T16:58:28.296Z] applyHighlights: no active editor
[2026-05-21T16:58:28.809Z] applyHighlights: no active editor
[2026-05-21T16:58:29.316Z] applyHighlights: no active editor
[2026-05-21T16:58:29.820Z] applyHighlights: no active editor
[2026-05-21T16:58:30.326Z] applyHighlights: no active editor
[2026-05-21T16:58:30.834Z] applyHighlights: no active editor
[2026-05-21T16:58:31.336Z] applyHighlights: no active editor
[2026-05-21T16:58:31.850Z] applyHighlights: no active editor
[2026-05-21T16:58:32.355Z] applyHighlights: no active editor
[2026-05-21T16:58:32.921Z] applyHighlights: no active editor
[2026-05-21T16:58:33.576Z] applyHighlights: no active editor
[2026-05-21T16:58:34.086Z] applyHighlights: no active editor
[2026-05-21T16:58:34.589Z] applyHighlights: no active editor
[2026-05-21T16:58:35.102Z] applyHighlights: no active editor
[2026-05-21T16:58:35.619Z] applyHighlights: no active editor
[2026-05-21T16:58:36.120Z] applyHighlights: no active editor
[2026-05-21T16:58:36.634Z] applyHighlights: no active editor
[2026-05-21T16:58:37.140Z] applyHighlights: no active editor
[2026-05-21T16:58:37.640Z] applyHighlights: no active editor
[2026-05-21T16:58:38.152Z] applyHighlights: no active editor
[2026-05-21T16:58:38.667Z] applyHighlights: no active editor
[2026-05-21T16:58:39.167Z] applyHighlights: no active editor
[2026-05-21T16:58:39.684Z] applyHighlights: no active editor
[2026-05-21T16:58:40.185Z] applyHighlights: no active editor
[2026-05-21T16:58:40.686Z] applyHighlights: no active editor
[2026-05-21T16:58:41.191Z] applyHighlights: no active editor
[2026-05-21T16:58:41.693Z] applyHighlights: no active editor
[2026-05-21T16:58:42.192Z] applyHighlights: no active editor
[2026-05-21T16:58:42.696Z] applyHighlights: no active editor
[2026-05-21T16:58:43.195Z] applyHighlights: no active editor
[2026-05-21T16:58:43.711Z] applyHighlights: no active editor
[2026-05-21T16:58:44.226Z] applyHighlights: no active editor
[2026-05-21T16:58:44.724Z] applyHighlights: no active editor
[2026-05-21T16:58:45.240Z] applyHighlights: no active editor
[2026-05-21T16:58:45.741Z] applyHighlights: no active editor
[2026-05-21T16:58:46.246Z] applyHighlights: no active editor
[2026-05-21T16:58:46.744Z] applyHighlights: no active editor
[2026-05-21T16:58:47.247Z] applyHighlights: no active editor
[2026-05-21T16:58:47.750Z] applyHighlights: no active editor
[2026-05-21T16:58:48.265Z] applyHighlights: no active editor
[2026-05-21T16:58:48.767Z] applyHighlights: no active editor
[2026-05-21T16:58:49.268Z] applyHighlights: no active editor
[2026-05-21T16:58:49.768Z] applyHighlights: no active editor
[2026-05-21T16:58:50.283Z] applyHighlights: no active editor
[2026-05-21T16:58:50.788Z] applyHighlights: no active editor
[2026-05-21T16:58:51.302Z] applyHighlights: no active editor
[2026-05-21T16:58:51.802Z] applyHighlights: no active editor
[2026-05-21T16:58:52.315Z] applyHighlights: no active editor
[2026-05-21T16:58:52.816Z] applyHighlights: no active editor
[2026-05-21T16:58:53.318Z] applyHighlights: no active editor
[2026-05-21T16:58:53.824Z] applyHighlights: no active editor
[2026-05-21T16:58:54.323Z] applyHighlights: no active editor
[2026-05-21T16:58:54.826Z] applyHighlights: no active editor
[2026-05-21T16:58:55.339Z] applyHighlights: no active editor
[2026-05-21T16:58:55.853Z] applyHighlights: no active editor
[2026-05-21T16:58:56.354Z] applyHighlights: no active editor
[2026-05-21T16:58:56.871Z] applyHighlights: no active editor
[2026-05-21T16:58:57.384Z] applyHighlights: no active editor
[2026-05-21T16:58:57.885Z] applyHighlights: no active editor
[2026-05-21T16:58:58.395Z] applyHighlights: no active editor
[2026-05-21T16:58:58.898Z] applyHighlights: no active editor
[2026-05-21T16:58:59.403Z] applyHighlights: no active editor
[2026-05-21T16:58:59.915Z] applyHighlights: no active editor
[2026-05-21T16:59:00.423Z] applyHighlights: no active editor
[2026-05-21T16:59:00.936Z] applyHighlights: no active editor
[2026-05-21T16:59:01.450Z] applyHighlights: no active editor
[2026-05-21T16:59:01.951Z] applyHighlights: no active editor
[2026-05-21T16:59:02.460Z] applyHighlights: no active editor
[2026-05-21T16:59:02.963Z] applyHighlights: no active editor
[2026-05-21T16:59:03.461Z] applyHighlights: no active editor
[2026-05-21T16:59:03.978Z] applyHighlights: no active editor
[2026-05-21T16:59:04.480Z] applyHighlights: no active editor
[2026-05-21T16:59:04.983Z] applyHighlights: no active editor
[2026-05-21T16:59:05.485Z] applyHighlights: no active editor
[2026-05-21T16:59:05.999Z] applyHighlights: no active editor
[2026-05-21T16:59:06.512Z] applyHighlights: no active editor
[2026-05-21T16:59:07.019Z] applyHighlights: no active editor
[2026-05-21T16:59:07.522Z] applyHighlights: no active editor
[2026-05-21T16:59:08.022Z] applyHighlights: no active editor
[2026-05-21T16:59:08.524Z] applyHighlights: no active editor
[2026-05-21T16:59:09.037Z] applyHighlights: no active editor
[2026-05-21T16:59:09.539Z] applyHighlights: no active editor
[2026-05-21T16:59:10.041Z] applyHighlights: no active editor
[2026-05-21T16:59:10.547Z] applyHighlights: no active editor
[2026-05-21T16:59:11.052Z] applyHighlights: no active editor
[2026-05-21T16:59:11.554Z] applyHighlights: no active editor
[2026-05-21T16:59:12.056Z] applyHighlights: no active editor
[2026-05-21T16:59:12.559Z] applyHighlights: no active editor
[2026-05-21T16:59:13.073Z] applyHighlights: no active editor
[2026-05-21T16:59:13.572Z] applyHighlights: no active editor
[2026-05-21T16:59:14.075Z] applyHighlights: no active editor
[2026-05-21T16:59:14.575Z] applyHighlights: no active editor
[2026-05-21T16:59:15.078Z] applyHighlights: no active editor
[2026-05-21T16:59:15.584Z] applyHighlights: no active editor
[2026-05-21T16:59:16.083Z] applyHighlights: no active editor
[2026-05-21T16:59:16.598Z] applyHighlights: no active editor
[2026-05-21T16:59:17.099Z] applyHighlights: no active editor
[2026-05-21T16:59:17.613Z] applyHighlights: no active editor
[2026-05-21T16:59:18.128Z] applyHighlights: no active editor
[2026-05-21T16:59:18.641Z] applyHighlights: no active editor
[2026-05-21T16:59:19.143Z] applyHighlights: no active editor
[2026-05-21T16:59:19.656Z] applyHighlights: no active editor
[2026-05-21T16:59:20.168Z] applyHighlights: no active editor
[2026-05-21T16:59:20.671Z] applyHighlights: no active editor
[2026-05-21T16:59:21.186Z] applyHighlights: no active editor
[2026-05-21T16:59:21.688Z] applyHighlights: no active editor
[2026-05-21T16:59:22.191Z] applyHighlights: no active editor
[2026-05-21T16:59:22.694Z] applyHighlights: no active editor
[2026-05-21T16:59:23.196Z] applyHighlights: no active editor
[2026-05-21T16:59:23.715Z] applyHighlights: no active editor
[2026-05-21T16:59:24.225Z] applyHighlights: no active editor
[2026-05-21T16:59:24.724Z] applyHighlights: no active editor
[2026-05-21T16:59:25.227Z] applyHighlights: no active editor
[2026-05-21T16:59:25.733Z] applyHighlights: no active editor
[2026-05-21T16:59:26.235Z] applyHighlights: no active editor
[2026-05-21T16:59:26.735Z] applyHighlights: no active editor
[2026-05-21T16:59:27.250Z] applyHighlights: no active editor
[2026-05-21T16:59:27.749Z] applyHighlights: no active editor
[2026-05-21T16:59:28.253Z] applyHighlights: no active editor
[2026-05-21T16:59:28.754Z] applyHighlights: no active editor
[2026-05-21T16:59:29.257Z] applyHighlights: no active editor
[2026-05-21T16:59:29.758Z] applyHighlights: no active editor
[2026-05-21T16:59:30.271Z] applyHighlights: no active editor
[2026-05-21T16:59:30.775Z] applyHighlights: no active editor
[2026-05-21T16:59:31.289Z] applyHighlights: no active editor
[2026-05-21T16:59:31.791Z] applyHighlights: no active editor
[2026-05-21T16:59:32.303Z] applyHighlights: no active editor
[2026-05-21T16:59:32.805Z] applyHighlights: no active editor
[2026-05-21T16:59:33.320Z] applyHighlights: no active editor
[2026-05-21T16:59:33.835Z] applyHighlights: no active editor
[2026-05-21T16:59:34.348Z] applyHighlights: no active editor
[2026-05-21T16:59:34.850Z] applyHighlights: no active editor
[2026-05-21T16:59:35.350Z] applyHighlights: no active editor
[2026-05-21T16:59:35.851Z] applyHighlights: no active editor
[2026-05-21T16:59:36.353Z] applyHighlights: no active editor
[2026-05-21T16:59:36.868Z] applyHighlights: no active editor
[2026-05-21T16:59:37.372Z] applyHighlights: no active editor
[2026-05-21T16:59:37.874Z] applyHighlights: no active editor
[2026-05-21T16:59:38.387Z] applyHighlights: no active editor
[2026-05-21T16:59:38.893Z] applyHighlights: no active editor
[2026-05-21T16:59:39.397Z] applyHighlights: no active editor
[2026-05-21T16:59:39.900Z] applyHighlights: no active editor
[2026-05-21T16:59:40.401Z] applyHighlights: no active editor
[2026-05-21T16:59:40.905Z] applyHighlights: no active editor
[2026-05-21T16:59:41.410Z] applyHighlights: no active editor
[2026-05-21T16:59:41.907Z] applyHighlights: no active editor
[2026-05-21T16:59:42.412Z] applyHighlights: no active editor
[2026-05-21T16:59:42.912Z] applyHighlights: no active editor
[2026-05-21T16:59:43.418Z] applyHighlights: no active editor
[2026-05-21T16:59:43.920Z] applyHighlights: no active editor
[2026-05-21T16:59:44.421Z] applyHighlights: no active editor
[2026-05-21T16:59:44.919Z] applyHighlights: no active editor
[2026-05-21T16:59:45.429Z] applyHighlights: no active editor
[2026-05-21T16:59:45.932Z] applyHighlights: no active editor
[2026-05-21T16:59:46.436Z] applyHighlights: no active editor
